latitude,longitude,depth,mag,place
23.7132,70.4226,10.0,4.6,"27 km NW of Rāpar, India"
32.7827,75.995,20.401,4.0,"25 km N of Dalhousie, India"
8.0688,91.8454,10.0,4.4,"Nicobar Islands, India region"
25.0793,95.3412,116.372,4.5,"106 km SE of Phek, India"
13.3525,92.5745,18.925,5.0,"183 km N of Bamboo Flat, India"
24.8187,95.5076,185.93,4.8,"138 km SE of Phek, India"
24.6825,94.7284,97.57,4.9,"68 km E of Wāngjing, India"
12.0787,95.3428,10.0,4.9,"286 km E of Port Blair, India"
27.3479,96.9528,10.0,4.1,"89 km SSE of Hayuliang, India"
25.9678,96.9455,10.0,4.5,"29 km SSE of Sarupathar, India"
9.7118,93.6542,10.0,4.4,"237 km SSE of Port Blair, India"
32.9099,76.2043,35.0,4.1,"39 km N of Chamba, India"
32.3157,76.638,10.0,4.1,"23 km NNE of Pālampur, India"
26.3136,92.7974,35.0,4.3,"29 km ENE of Rahā, India"
13.9342,92.3481,10.0,4.2,"250 km N of Bamboo Flat, India"
9.3633,93.9614,40.127,5.0,"287 km SSE of Port Blair, India"
9.1076,93.8628,10.0,4.3,"Nicobar Islands, India region"
9.3982,94.0014,10.0,4.5,"286 km SSE of Port Blair, India"
9.3593,93.9247,10.0,4.9,"285 km SSE of Port Blair, India"
9.2521,93.9445,10.0,4.0,"297 km SSE of Port Blair, India"
9.357,93.9629,10.0,5.0,"288 km SSE of Port Blair, India"
9.4782,93.9663,10.0,4.8,"276 km SSE of Port Blair, India"
9.2305,93.9309,10.0,4.5,"298 km SSE of Port Blair, India"
32.9053,76.1506,10.0,4.2,"38 km N of Chamba, India"
9.2266,93.6356,132.895,4.9,"286 km SSE of Port Blair, India"
11.0639,93.0478,92.727,4.5,"74 km SSE of Port Blair, India"
9.5752,93.5098,107.569,4.2,"245 km SSE of Port Blair, India"
9.2857,94.2457,10.0,4.3,"Nicobar Islands, India region"
9.4441,93.9067,10.0,4.2,"276 km SSE of Port Blair, India"
9.3115,94.1776,10.0,4.4,"Nicobar Islands, India region"
26.5812,93.2884,10.0,4.2,"31 km WSW of Bokākhāt, India"
9.0575,93.7358,10.0,4.3,"Nicobar Islands, India region"
9.2376,93.7811,10.0,4.4,"291 km SSE of Port Blair, India"
9.3716,93.9749,10.0,5.1,"287 km SSE of Port Blair, India"
9.3132,93.8317,10.0,4.9,"286 km SSE of Port Blair, India"
24.6278,94.8742,109.15,4.4,"82 km E of Wāngjing, India"
9.4541,93.9272,10.0,4.6,"276 km SSE of Port Blair, India"
9.236,93.841,10.0,4.7,"294 km SSE of Port Blair, India"
9.3798,93.9613,10.0,4.6,"285 km SSE of Port Blair, India"
24.8414,95.4771,163.794,4.2,"134 km SE of Phek, India"
9.167,94.0027,10.0,4.6,"Nicobar Islands, India region"
9.5382,94.0096,10.0,4.5,"272 km SSE of Port Blair, India"
9.1818,93.7574,10.0,4.6,"296 km SSE of Port Blair, India"
9.2662,93.8911,10.0,4.9,"293 km SSE of Port Blair, India"
9.3928,93.9439,10.0,5.0,"283 km SSE of Port Blair, India"
9.4501,93.9908,12.217,4.9,"280 km SSE of Port Blair, India"
9.3592,93.818,10.0,4.5,"280 km SSE of Port Blair, India"
9.5357,93.8546,10.0,5.1,"265 km SSE of Port Blair, India"
9.0956,93.9539,10.0,4.5,"Nicobar Islands, India region"
9.2343,93.9758,10.0,4.3,"Nicobar Islands, India region"
9.3113,93.9417,10.0,4.3,"291 km SSE of Port Blair, India"
9.4621,94.0031,10.0,4.3,"279 km SSE of Port Blair, India"
9.149,93.9022,10.0,4.3,"Nicobar Islands, India region"
9.3312,94.0146,14.446,4.5,"293 km SSE of Port Blair, India"
9.1134,93.8217,10.0,4.1,"Nicobar Islands, India region"
9.2405,93.7565,10.0,4.3,"290 km SSE of Port Blair, India"
9.2161,93.7176,10.0,4.6,"291 km SSE of Port Blair, India"
9.2702,94.3342,10.0,4.1,"Nicobar Islands, India region"
9.3263,93.9061,10.0,4.9,"288 km SSE of Port Blair, India"
9.5898,94.207,10.0,4.4,"279 km SE of Port Blair, India"
9.4548,93.9818,10.0,4.5,"279 km SSE of Port Blair, India"
9.3808,93.9854,10.0,4.7,"286 km SSE of Port Blair, India"
9.4363,93.8934,10.0,5.4,"276 km SSE of Port Blair, India"
9.3411,93.8007,10.0,4.5,"281 km SSE of Port Blair, India"
9.5066,94.0004,10.0,4.8,"275 km SSE of Port Blair, India"
9.2948,93.9639,10.0,4.6,"294 km SSE of Port Blair, India"
9.5367,94.1242,10.0,4.2,"279 km SSE of Port Blair, India"
9.3701,93.9935,10.0,4.3,"288 km SSE of Port Blair, India"
9.3326,93.9986,10.0,4.5,"292 km SSE of Port Blair, India"
9.2566,93.9113,10.0,4.1,"295 km SSE of Port Blair, India"
9.3075,93.7511,10.0,4.2,"283 km SSE of Port Blair, India"
9.5091,94.0036,10.0,4.6,"275 km SSE of Port Blair, India"
9.3664,94.0616,10.0,4.9,"292 km SSE of Port Blair, India"
9.3798,93.87,10.0,4.6,"281 km SSE of Port Blair, India"
9.5365,93.7405,10.0,4.6,"259 km SSE of Port Blair, India"
9.2684,93.9307,10.0,4.5,"295 km SSE of Port Blair, India"
9.3465,93.8265,10.0,4.9,"282 km SSE of Port Blair, India"
9.5201,93.4167,10.0,4.5,"248 km SSE of Port Blair, India"
9.745,93.931,10.0,4.1,"248 km SSE of Port Blair, India"
9.2217,93.8561,10.0,4.6,"296 km SSE of Port Blair, India"
9.1574,93.9195,10.0,4.6,"Nicobar Islands, India region"
9.6069,93.9175,10.0,4.4,"261 km SSE of Port Blair, India"
10.8873,93.5681,124.708,4.8,"124 km SE of Port Blair, India"
8.9743,93.9458,10.0,4.3,"Nicobar Islands, India region"
26.4733,96.8381,10.0,4.2,"29 km N of Sarupathar, India"
26.5336,96.7158,109.239,4.3,"37 km NNW of Sarupathar, India"
24.2883,94.3996,35.0,4.2,"47 km SE of Wāngjing, India"
24.4467,93.8427,49.996,5.1,"8 km SE of Moirāng, India"
8.9268,93.8553,10.0,4.7,"Nicobar Islands, India region"
24.6729,94.8973,10.0,4.4,"84 km E of Wāngjing, India"
34.2004,78.4979,10.0,4.3,"84 km E of Leh, India"
13.0733,92.5283,10.0,4.6,"153 km N of Bamboo Flat, India"
24.043,91.3615,10.0,4.1,"23 km N of Rānīr Bāzār, India"
35.9736,78.0063,85.564,4.4,"159 km NE of Thang, India"
35.1682,77.1309,10.0,4.4,"40 km NE of Thang, India"
10.2401,94.02,10.0,4.2,"210 km SE of Port Blair, India"
27.2366,96.9662,10.0,4.4,"101 km SSE of Hayuliang, India"
10.3688,93.9709,10.0,4.7,"196 km SE of Port Blair, India"
29.2119,93.8789,10.0,4.1,"89 km NNW of Shi Yomi, India"
29.1888,93.7471,10.0,4.2,"95 km NW of Shi Yomi, India"
9.9009,93.6477,10.0,4.7,"218 km SSE of Port Blair, India"
10.1202,93.7118,10.0,5.1,"200 km SSE of Port Blair, India"
13.2595,93.5415,83.064,4.3,"194 km NNE of Bamboo Flat, India"
24.3088,94.8302,118.337,5.1,"83 km ESE of Wāngjing, India"
24.4394,93.449,49.533,4.2,"25 km WNW of Churāchāndpur, India"
27.145,92.2691,10.0,4.2,"20 km SW of Bomdila, India"
33.0503,76.6596,10.0,5.1,"50 km SSW of Padam, India"
24.6021,94.6563,84.222,4.2,"60 km E of Wāngjing, India"
24.5601,94.6184,78.769,4.3,"56 km E of Wāngjing, India"
24.5491,94.6954,88.157,5.4,"64 km E of Wāngjing, India"
24.9209,95.5418,144.457,4.1,"133 km SE of Phek, India"
27.4538,92.6469,49.904,4.4,"30 km NE of Bomdila, India"
13.2754,91.4476,10.0,4.4,"222 km NW of Bamboo Flat, India"
25.7977,90.6738,10.0,4.3,"42 km S of Goālpāra, India"
28.5887,77.1025,10.0,4.2,"10 km SSE of Nāngloi Jāt, India"
34.0791,77.9906,10.0,4.4,"38 km ESE of Leh, India"
23.757,93.6375,62.526,4.1,"63 km S of Churāchāndpur, India"
23.9786,93.7854,58.87,4.5,"41 km SSE of Churāchāndpur, India"
30.0361,94.1474,10.0,4.4,"168 km N of Shi Yomi, India"
33.4365,75.8244,10.0,4.2,"14 km NNE of Kishtwār, India"
24.6742,93.1241,35.0,4.4,"17 km SE of Lakhipur, India"
25.2695,91.2966,10.0,4.4,"27 km S of Nongstoin, India"
34.0562,78.5487,10.0,4.3,"89 km E of Leh, India"
24.4445,95.1109,128.424,4.5,"107 km E of Wāngjing, India"
26.7009,96.9229,10.0,4.5,"55 km NNE of Sarupathar, India"
8.4787,93.6311,10.0,4.4,"Nicobar Islands, India region"
34.5055,74.1714,64.259,4.3,"36 km NNW of Bāramūla, India"
10.8051,95.5221,10.0,4.5,"Andaman Islands, India region"
34.2703,78.7475,10.0,4.4,"107 km E of Leh, India"
25.6193,90.5843,10.0,4.3,"40 km ENE of Tura, India"
25.9364,96.5936,10.0,4.4,"36 km SW of Sarupathar, India"
12.2024,92.228,10.0,4.4,"76 km NW of Bamboo Flat, India"
29.4107,94.8752,37.112,4.5,"109 km NNE of Shi Yomi, India"
30.2844,80.3295,35.0,4.0,"51 km NNW of Dhārchula, India"
12.3831,92.1816,10.0,4.4,"95 km NW of Bamboo Flat, India"
11.1885,93.2077,81.873,4.3,"72 km SE of Port Blair, India"
25.3723,94.8209,105.396,4.3,"45 km SE of Phek, India"
24.6737,93.5219,57.065,4.3,"32 km NW of Moirāng, India"
25.0441,92.7769,59.18,4.2,"24 km N of Silchar, India"
12.4768,93.1336,74.037,4.7,"97 km NNE of Bamboo Flat, India"
26.3299,96.0,123.626,4.0,"82 km W of Sarupathar, India"
23.6308,72.0385,10.0,4.1,"11 km SW of Chānasma, India"
11.9804,92.8301,56.21,4.6,"33 km NNE of Bamboo Flat, India"
10.4607,92.691,35.0,4.4,"133 km S of Port Blair, India"
27.4254,88.33,10.0,4.4,"16 km NNE of Gyalshing, India"
11.0836,93.7859,160.976,4.2,"130 km ESE of Port Blair, India"
27.8841,94.0163,10.0,4.7,"36 km NNE of Ziro, India"
12.2283,93.8736,156.02,4.2,"137 km ENE of Port Blair, India"
9.257,93.9723,9.961,4.2,"298 km SSE of Port Blair, India"
24.4783,94.5004,111.078,4.4,"45 km ESE of Wāngjing, India"
11.348,93.901,177.767,4.1,"130 km ESE of Port Blair, India"
21.343,77.2016,10.0,4.4,"22 km NNW of Anjangaon, India"
25.9261,92.5119,10.0,4.3,"34 km S of Rahā, India"
12.6154,93.5592,86.076,4.6,"136 km NE of Bamboo Flat, India"
20.7407,89.4934,10.0,4.2,"173 km SSE of Gosāba, India"
10.6333,91.5652,10.0,4.6,"172 km SW of Port Blair, India"
10.4981,91.6346,10.0,4.3,"177 km SW of Port Blair, India"
10.5828,91.6213,10.0,4.9,"171 km SW of Port Blair, India"
12.3234,92.4484,10.0,4.3,"74 km NNW of Bamboo Flat, India"
8.8806,90.5829,10.0,4.6,"Nicobar Islands, India region"
11.7376,95.1008,10.0,4.2,"256 km E of Port Blair, India"
11.6903,95.0031,10.0,4.7,"246 km E of Port Blair, India"
8.7146,93.8405,87.199,4.6,"Nicobar Islands, India region"
34.2324,74.1045,10.0,3.6,"17 km NNE of Uri, India"
13.3206,93.1216,27.18,4.5,"184 km NNE of Bamboo Flat, India"
11.3998,93.7376,117.226,4.3,"112 km ESE of Port Blair, India"
34.1873,74.2881,13.738,4.5,"5 km WSW of Bāramūla, India"
25.1793,94.6614,10.0,4.2,"56 km SSE of Phek, India"
31.6473,76.9775,10.0,3.6,"7 km WSW of Pāndoh, India"
27.1586,88.1937,35.0,4.5,"5 km NW of Naya Bāzār, India"
13.2054,93.5461,47.094,4.5,"189 km NNE of Bamboo Flat, India"
9.1069,92.742,36.503,4.4,"283 km S of Port Blair, India"
33.456,76.6373,43.578,4.1,"23 km W of Padam, India"
34.1455,74.3501,13.68,4.4,"7 km S of Bāramūla, India"
19.4402,77.2915,10.0,4.4,"18 km NE of Basmat, India"
24.997,95.2533,130.497,4.4,"106 km SE of Phek, India"
24.3726,92.6936,35.0,4.4,"16 km N of Kolasib, India"
24.3949,93.8041,57.577,4.6,"11 km SSE of Moirāng, India"
8.0633,90.4103,10.0,5.6,"Nicobar Islands, India region"
10.2337,93.8875,10.0,4.5,"196 km SE of Port Blair, India"
10.0181,93.737,10.0,4.3,"212 km SSE of Port Blair, India"
27.8429,75.3219,10.714,4.0,"4 km ESE of Nawalgarh, India"
25.7318,91.0047,41.021,4.1,"35 km NW of Nongstoin, India"
24.3778,94.8016,113.981,4.4,"78 km ESE of Wāngjing, India"
13.2783,92.7568,21.301,4.3,"174 km N of Bamboo Flat, India"
26.4249,96.4223,103.088,4.3,"45 km WNW of Sarupathar, India"
28.1382,92.6067,10.0,4.0,"91 km NE of Tawang, India"
10.5366,92.3326,10.0,4.4,"132 km SSW of Port Blair, India"
33.1489,76.8257,45.414,4.3,"35 km S of Padam, India"
10.0467,72.9404,10.0,4.6,"66 km SSE of Kavaratti, India"
10.7532,91.5769,10.0,4.2,"162 km SW of Bamboo Flat, India"
33.1643,76.8223,10.0,4.4,"34 km S of Padam, India"
33.2454,76.9224,28.17,4.2,"24 km S of Padam, India"
19.4899,77.2545,10.0,4.6,"20 km NNE of Basmat, India"
13.7525,92.896,22.068,4.4,"227 km N of Bamboo Flat, India"
11.2699,95.1326,10.0,4.8,"264 km E of Port Blair, India"
11.2654,94.7931,10.0,4.2,"227 km ESE of Port Blair, India"
25.7414,90.2866,10.0,4.4,"26 km NNE of Tura, India"
9.5188,93.5747,10.0,4.4,"254 km SSE of Port Blair, India"
10.504,93.8051,165.285,4.4,"172 km SE of Port Blair, India"
10.6366,91.3969,10.0,4.0,"186 km SW of Bamboo Flat, India"
33.1787,76.8103,10.0,4.3,"32 km SSW of Padam, India"
33.1565,76.8759,10.0,4.3,"34 km S of Padam, India"
24.6542,94.86,105.99,4.0,"80 km E of Wāngjing, India"
24.3685,94.6019,99.291,4.5,"59 km ESE of Wāngjing, India"
22.1702,93.1736,41.343,4.4,"40 km SSE of Saiha, India"
9.4331,93.989,10.0,4.6,"281 km SSE of Port Blair, India"
9.5148,93.9579,10.0,4.5,"272 km SSE of Port Blair, India"
9.2344,93.901,10.0,4.3,"297 km SSE of Port Blair, India"
9.322,93.9969,10.0,4.4,"293 km SSE of Port Blair, India"
9.7925,93.8927,10.0,4.3,"242 km SSE of Port Blair, India"
9.4803,93.8839,10.0,4.7,"271 km SSE of Port Blair, India"
33.1245,76.7306,10.0,4.1,"40 km SSW of Padam, India"
11.7494,93.2401,85.164,4.5,"54 km E of Port Blair, India"
11.7568,92.6708,35.31,4.6,"8 km NW of Bamboo Flat, India"
33.2551,76.7872,17.945,4.5,"25 km SSW of Padam, India"
34.7111,76.7782,34.705,4.6,"24 km S of Thang, India"
33.1609,76.6962,10.0,4.8,"38 km SSW of Padam, India"
33.1492,76.6507,10.0,4.3,"41 km SSW of Padam, India"
8.2884,91.1737,10.0,4.2,"Nicobar Islands, India region"
25.2901,91.786,46.386,4.2,"9 km E of Cherrapunji, India"
9.3573,93.9828,10.0,4.8,"289 km SSE of Port Blair, India"
27.8117,87.8388,70.467,4.4,"71 km NW of Gyalshing, India"
25.0005,95.5436,166.34,4.6,"128 km SE of Phek, India"
12.1737,95.2346,10.0,4.8,"276 km ENE of Port Blair, India"
24.4108,94.4578,73.909,4.2,"44 km ESE of Wāngjing, India"
25.1849,95.4219,10.0,4.6,"107 km ESE of Phek, India"
9.1066,93.993,10.81,4.3,"Nicobar Islands, India region"
27.257,96.995,10.0,4.7,"100 km SSE of Hayuliang, India"
33.0154,76.2091,16.68,4.2,"46 km E of Bhadarwāh, India"
9.3023,94.0048,10.0,4.4,"295 km SSE of Port Blair, India"
12.5428,91.7107,10.0,4.4,"143 km NW of Bamboo Flat, India"
9.4971,94.0862,10.0,4.4,"281 km SSE of Port Blair, India"
13.4736,92.909,18.383,4.5,"197 km N of Bamboo Flat, India"
26.4186,96.6025,118.316,4.2,"31 km NW of Sarupathar, India"
10.9291,93.063,93.275,4.9,"88 km SSE of Port Blair, India"
26.2481,95.5087,79.962,4.8,"68 km E of Tuensang, India"
26.7385,96.8669,52.637,4.3,"59 km N of Sarupathar, India"
13.9893,92.8694,15.998,4.4,"253 km N of Bamboo Flat, India"
9.4496,93.9888,10.0,4.4,"280 km SSE of Port Blair, India"
9.3696,94.0097,10.254,4.5,"289 km SSE of Port Blair, India"
31.8115,79.3974,10.0,4.3,"140 km N of Joshīmath, India"
9.2935,93.8804,10.0,4.5,"290 km SSE of Port Blair, India"
9.2548,93.8582,10.0,4.6,"293 km SSE of Port Blair, India"
25.9206,90.5798,10.0,4.9,"28 km S of Goālpāra, India"
9.3063,94.1254,10.0,4.3,"Nicobar Islands, India region"
29.7208,94.6666,10.0,4.0,"135 km NNE of Shi Yomi, India"
30.5044,94.8956,10.0,4.0,"224 km NNE of Shi Yomi, India"
24.6464,92.7849,47.764,4.8,"19 km ENE of Lāla, India"
30.3347,94.8244,34.851,4.8,"204 km NNE of Shi Yomi, India"
9.4069,93.8627,10.0,4.2,"278 km SSE of Port Blair, India"
11.1246,93.6704,125.227,4.3,"117 km ESE of Port Blair, India"
9.1639,93.8846,10.0,4.2,"Nicobar Islands, India region"
9.0904,93.8083,10.0,4.4,"Nicobar Islands, India region"
30.3642,94.8494,31.914,4.9,"208 km NNE of Shi Yomi, India"
30.2806,94.9315,10.0,4.6,"201 km NNE of Shi Yomi, India"
26.3499,92.845,35.0,4.8,"31 km S of Tezpur, India"
9.1561,93.9692,10.0,4.7,"Nicobar Islands, India region"
9.0272,93.9337,10.0,4.6,"Nicobar Islands, India region"
9.5714,93.9359,10.0,4.7,"265 km SSE of Port Blair, India"
9.254,93.9135,10.0,4.8,"295 km SSE of Port Blair, India"
11.2401,91.8215,18.719,4.6,"110 km WSW of Bamboo Flat, India"
9.5521,93.8372,10.0,4.5,"Nicobar Islands, India region"
10.4485,93.4368,116.866,4.1,"154 km SSE of Port Blair, India"
32.5435,78.602,14.338,4.7,"137 km NE of Sarāhan, India"
9.0073,93.9087,10.0,4.5,"Nicobar Islands, India region"
9.1429,93.6252,10.0,4.5,"295 km SSE of Port Blair, India"
30.2183,80.7013,10.0,4.3,western Xizang-India border region
11.8507,92.0472,10.0,4.8,"74 km WNW of Bamboo Flat, India"
9.0897,93.5963,10.0,4.8,"Nicobar Islands, India region"
8.4732,92.8663,51.605,4.2,"Nicobar Islands, India region"
9.5049,93.7127,10.0,4.3,"261 km SSE of Port Blair, India"
9.2693,93.9045,10.0,4.5,"293 km SSE of Port Blair, India"
30.2874,94.7327,10.0,4.6,"197 km N of Shi Yomi, India"
30.4008,94.4266,10.0,4.4,"207 km N of Shi Yomi, India"
25.1642,95.008,86.88,4.0,"75 km SE of Phek, India"
26.8685,75.8906,10.0,4.3,"11 km ESE of Jaipur, India"
33.1046,76.0979,10.0,4.2,"38 km ENE of Bhadarwāh, India"
13.792,94.1092,39.377,4.5,"276 km NNE of Bamboo Flat, India"
25.0831,95.4345,9.904,4.3,"114 km SE of Phek, India"
33.2711,75.8514,25.38,4.2,"9 km ESE of Kishtwār, India"
33.2332,75.9099,27.461,4.9,"15 km SE of Kishtwār, India"
13.1442,93.2891,35.0,4.2,"171 km NNE of Bamboo Flat, India"
31.536,78.3517,10.0,4.3,"53 km E of Sarāhan, India"
26.5274,96.3583,89.642,4.6,"57 km NW of Sarupathar, India"
26.9851,96.6035,10.0,4.4,"88 km NNW of Sarupathar, India"
9.3365,93.7769,10.0,4.6,"281 km SSE of Port Blair, India"
9.2868,93.5555,10.0,4.9,"277 km SSE of Port Blair, India"
13.7408,92.7235,10.0,4.7,"225 km N of Bamboo Flat, India"
8.7087,93.955,10.0,4.3,"Nicobar Islands, India region"
9.1371,93.367,10.0,4.5,"287 km SSE of Port Blair, India"
33.0208,75.9599,10.0,4.3,"23 km ENE of Bhadarwāh, India"
33.2377,75.9002,10.0,4.3,"14 km SE of Kishtwār, India"
24.7339,92.0224,10.0,5.0,India-Bangladesh border region
33.0446,75.948,14.274,4.6,"22 km ENE of Bhadarwāh, India"
26.1093,95.2775,77.469,4.3,"48 km ESE of Tuensang, India"
12.8765,95.4751,10.0,4.6,"Andaman Islands, India region"
26.0736,95.1588,31.912,4.2,"39 km ESE of Tuensang, India"
26.7587,92.4485,10.0,4.9,"6 km NNW of Dhekiajuli, India"
13.407,94.1485,10.0,4.6,"244 km NE of Bamboo Flat, India"
27.0688,92.6797,10.0,4.5,"25 km N of Rangāpāra, India"
21.6539,93.1376,51.123,4.5,"94 km S of Saiha, India"
33.9253,75.0264,10.0,3.8,"1 km ENE of Awantipur, India"
30.5173,79.0377,27.66,4.2,"Uttaranchal, India"
9.3625,93.8685,10.0,5.0,"Nicobar Islands, India region"
8.9297,93.8956,10.0,4.9,"Nicobar Islands, India region"
26.0018,87.3828,10.0,4.0,Nepal-India border region
9.1853,93.979,10.0,4.5,"Nicobar Islands, India region"
8.9365,93.6767,9.968,4.9,"Nicobar Islands, India region"
9.0663,93.9297,13.852,4.8,"Nicobar Islands, India region"
8.897,93.7742,9.626,4.3,"Nicobar Islands, India region"
8.9611,93.7674,10.028,4.5,"Nicobar Islands, India region"
9.1564,93.8198,10.0,4.6,"Nicobar Islands, India region"
8.9215,93.5922,10.0,4.2,"Nicobar Islands, India region"
9.1198,94.0206,10.0,4.4,"Nicobar Islands, India region"
8.9628,94.0271,10.204,4.3,"Nicobar Islands, India region"
9.1421,93.9949,11.543,4.3,"Nicobar Islands, India region"
9.1273,93.9306,8.194,4.6,"Nicobar Islands, India region"
9.058,93.9052,9.989,5.0,"Nicobar Islands, India region"
25.8896,90.446,10.0,4.4,"20 km SE of Lakhipur, India"
11.8777,93.7469,126.636,4.2,"111 km ENE of Port Blair, India"
24.1675,93.794,78.995,4.4,"Manipur, India region"
9.6093,93.7038,114.367,4.0,"250 km SSE of Port Blair, India"
11.0773,91.7251,36.766,4.4,"128 km WSW of Bamboo Flat, India"
13.3077,92.4291,10.0,4.9,"180 km N of Bamboo Flat, India"
29.8612,94.9521,10.0,4.2,"157 km NNE of Shi Yomi, India"
9.7878,92.6004,35.0,4.3,"208 km S of Port Blair, India"
9.2648,93.945,11.02,4.5,"296 km SSE of Port Blair, India"
25.1917,91.8394,57.099,4.3,"18 km SE of Cherrapunji, India"
24.5866,94.459,69.006,4.6,"40 km E of W?ngjing, India"
25.7328,90.4362,36.679,4.0,"33 km NE of Tura, India"
10.0936,93.5847,10.0,4.8,"Andaman Islands, India region"
12.1121,94.4701,10.0,4.4,"194 km ENE of Port Blair, India"
11.5023,95.1809,10.0,4.4,"Andaman Islands, India region"
23.5913,92.4156,10.0,4.1,India-Bangladesh border region
11.2892,91.8207,20.942,4.1,"107 km WSW of Bamboo Flat, India"
26.705,96.5576,10.0,4.6,"60 km NNW of Sarupathar, India"
11.9253,92.6851,40.216,4.2,"25 km N of Bamboo Flat, India"
10.7847,95.0957,10.0,4.3,"274 km ESE of Port Blair, India"
10.8475,95.1111,10.0,4.1,"Andaman Islands, India region"
10.8119,91.5945,10.0,4.4,"157 km SW of Bamboo Flat, India"
28.7191,76.6286,10.0,4.1,"Haryana, India"
11.4848,95.0,10.0,4.1,"246 km E of Port Blair, India"
9.0067,93.8779,10.011,4.3,"Nicobar Islands, India region"
24.8414,95.0837,101.752,4.4,"106 km E of Yairipok, India"
12.736,93.633,85.927,4.5,"151 km NE of Bamboo Flat, India"
26.0254,95.3931,99.202,4.5,Myanmar-India border region
12.4347,93.9585,135.727,4.0,"156 km ENE of Port Blair, India"
31.8986,76.9792,10.0,4.4,"13 km WSW of Kulu, India"
29.9803,80.2903,22.974,4.4,"26 km WNW of Dh?rchula, India"
23.0012,80.1303,10.0,4.3,"13 km SE of Barela, India"
26.6099,96.5205,10.0,4.6,"53 km NNW of Sarupathar, India"
32.3641,78.6637,10.0,4.5,"125 km NE of Sar?han, India"
9.1283,94.0138,10.0,4.5,"Nicobar Islands, India region"
23.3661,82.4336,10.0,4.9,"17 km NW of Baikunthpur, India"
9.9577,93.911,10.0,4.1,"227 km SE of Port Blair, India"
8.3607,91.1987,10.0,4.1,"Nicobar Islands, India region"
24.7823,94.9256,10.0,4.6,"89 km E of Yairipok, India"
14.4837,92.9479,10.0,4.6,"Andaman Islands, India region"
34.6823,80.1396,10.0,4.3,"241 km ENE of Leh, India"
34.6729,80.1671,10.0,4.7,"244 km ENE of Leh, India"
26.368,96.6018,122.703,4.3,"27 km NW of Sarupathar, India"
35.907,77.7506,10.0,4.9,"139 km NE of Thang, India"
26.6232,96.133,10.0,4.4,"71 km SE of Khonsa, India"
35.9625,77.7205,10.0,4.0,"142 km NE of Thang, India"
35.9009,77.8306,10.0,4.4,"143 km NE of Thang, India"
13.9359,93.6367,55.814,5.0,"Andaman Islands, India region"
29.024,96.1153,10.0,4.2,"113 km NNW of Hayuliang, India"
25.0099,95.2338,91.384,4.6,"103 km SE of Phek, India"
33.1509,75.7219,10.0,4.2,"16 km E of Doda, India"
33.2367,75.8439,10.0,4.0,"11 km SE of Kishtw?r, India"
28.0619,81.1968,10.0,4.9,"12 km NE of Dhaurahra, India"
23.3819,82.5056,9.957,4.7,"14 km NNW of Baikunthpur, India"
23.5693,93.2709,42.7,4.6,"25 km NE of Khawhai, India"
34.644,80.2097,10.0,4.2,"247 km ENE of Leh, India"
24.1883,94.4481,76.459,4.5,"58 km SE of Kakching, India"
10.3022,94.1785,10.0,4.4,"217 km SE of Port Blair, India"
23.3845,82.4802,10.0,4.6,"15 km NNW of Baikunthpur, India"
16.9254,75.7188,10.0,4.5,"Karnataka, India"
10.3187,94.1649,10.0,4.5,"215 km SE of Port Blair, India"
9.921,94.2657,10.0,4.1,"Nicobar Islands, India region"
10.4818,94.1885,10.0,5.2,"Andaman Islands, India region"
10.3507,94.0642,10.0,4.2,"204 km SE of Port Blair, India"
10.4109,94.2296,10.0,4.8,"213 km SE of Port Blair, India"
10.3602,94.1827,10.0,4.5,"213 km SE of Port Blair, India"
27.8815,94.1134,10.0,4.3,"41 km NE of Ziro, India"
10.4157,94.0481,10.0,4.3,"198 km SE of Port Blair, India"
10.3391,94.2494,10.0,4.6,"220 km SE of Port Blair, India"
10.4174,94.1129,10.0,4.5,"203 km SE of Port Blair, India"
10.4009,94.3816,10.0,4.5,"226 km SE of Port Blair, India"
10.3877,94.0749,10.0,4.5,"202 km SE of Port Blair, India"
10.368,94.2181,10.0,4.9,"215 km SE of Port Blair, India"
10.3261,94.1081,10.0,4.0,"Andaman Islands, India region"
10.4628,94.1034,10.0,4.9,"199 km SE of Port Blair, India"
10.553,94.1619,10.0,4.9,"197 km SE of Port Blair, India"
10.3995,94.1516,10.0,4.2,"207 km SE of Port Blair, India"
10.3821,94.2379,10.0,4.0,"Andaman Islands, India region"
10.4254,94.1424,10.0,4.2,"205 km SE of Port Blair, India"
10.2992,94.3324,10.0,4.7,"230 km SE of Port Blair, India"
10.3821,94.0983,10.0,4.3,"204 km SE of Port Blair, India"
10.2608,94.1562,10.0,4.8,"218 km SE of Port Blair, India"
10.3286,94.1991,10.0,4.3,"217 km SE of Port Blair, India"
10.4449,93.87,10.0,4.3,"182 km SE of Port Blair, India"
10.3288,94.0598,10.0,4.9,"206 km SE of Port Blair, India"
10.2316,94.0501,10.0,4.2,"213 km SE of Port Blair, India"
10.3277,94.2534,10.0,5.4,"Andaman Islands, India region"
10.2778,93.8421,10.0,4.5,"194 km SE of Port Blair, India"
10.4198,94.0743,10.0,4.5,"200 km SE of Port Blair, India"
10.2329,94.2382,10.0,4.6,"227 km SE of Port Blair, India"
10.4627,94.1965,10.0,4.2,"206 km SE of Port Blair, India"
10.3032,94.1408,10.0,4.9,"214 km SE of Port Blair, India"
